"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AW1","AW2","GA1","GA2","GA3","GE1","GF1","IA2","KA1","KA2","MA1","MD1","MW1","MW2","OC1","OD1","REM","EQD"
"03761099999","2024-01-02T18:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","240,1,N,0113,1","00330,1,9,N","055000,1,9,9","+0099,1","+0075,1","09854,1","01,0004,3,1","12,0080,3,1",,,"61,1",,"08,1,+00330,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00330,1,99,9,99,9",,"120,M,+0129,1","120,N,+0094,1","99999,9,09715,1","1,1,061,1,+999,9",,,,"4,99,0160,1,999","SYN12403761 07485 82422 10099 20075 39715 49854 51061 60082 761// 88/// 333 10129 20094 55300 20000 69945 88/11 91031 90710 91137=",
"03761099999","2024-01-02T18:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","240,1,N,0113,1","00823,1,9,N","009999,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,"02,1,+00427,1,99,9","08,1,+00823,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00427,1,99,9,99,9",,,,"09850,1,99999,9",,,,,,"MET072METAR EGVO 021820Z AUTO 24022KT 9999 // FEW014/// OVC027/// 10/07 Q0985=",
"03761099999","2024-01-02T18:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","240,1,N,0118,1","00792,1,C,N","009999,1,9,9","+0100,1","+0060,1","99999,9",,,,,,,"08,1,+00792,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00792,1,99,9,99,9",,,,"09860,1,99999,9",,,,,,"MET062METAR EGVO 021850Z AUTO 24023KT 9999 // OVC026/// 10/06 Q0986=",
"03761099999","2024-01-02T19:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","240,1,N,0118,1","00780,1,9,N","030000,1,9,9","+0100,1","+0064,1","09864,1","01,0000,9,1",,,,"23,1",,"08,1,+00780,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00780,1,99,9,99,9",,,,"99999,9,09724,1","1,1,048,1,+999,9",,,,"4,99,0160,1,999","SYN10603761 27580 82423 10100 20064 39724 49864 51048 723// 88/// 333 55300 20000 60005 88/26 91031 90710 91140=",
"03761099999","2024-01-02T19:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","240,1,N,0108,1","00792,1,C,N","009999,1,9,9","+0100,1","+0060,1","99999,9",,,,,,,"08,1,+00792,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00792,1,99,9,99,9",,,,"09860,1,99999,9",,,,,,"MET059METAR EGVO 021920Z AUTO 24021KT 9999 OVC026/// 10/06 Q0986=",
"03761099999","2024-01-02T19:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","240,1,N,0103,1","00732,1,C,N","009999,1,9,9","+0100,1","+0060,1","99999,9",,,,,,,"08,1,+00732,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00732,1,99,9,99,9",,,,"09870,1,99999,9",,,,,,"MET059METAR EGVO 021950Z AUTO 24020KT 9999 OVC024/// 10/06 Q0987=",
"03761099999","2024-01-02T20:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","240,1,N,0103,1","00720,1,9,N","028000,1,9,9","+0100,1","+0063,1","09875,1","01,0000,9,1",,,,,,"08,1,+00720,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00720,1,99,9,99,9",,,,"99999,9,09735,1","1,1,038,1,+999,9",,,,"4,99,0149,1,999","SYN10003761 25578 82420 10100 20063 39735 49875 51038 88/// 333 55300 20000 60005 88/24 91029 90710 91131=",
"03761099999","2024-01-02T20:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","240,1,N,0098,1","00732,1,C,N","009999,1,9,9","+0100,1","+0060,1","99999,9",,,,,,,"08,1,+00732,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00732,1,99,9,99,9",,,,"09870,1,99999,9",,,,,,"MET059METAR EGVO 022020Z AUTO 24019KT 9999 OVC024/// 10/06 Q0987=",
"03761099999","2024-01-02T20:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","230,1,N,0093,1","00671,1,C,N","009999,1,9,9","+0100,1","+0060,1","99999,9",,,,,,,"07,1,+00671,1,99,9","07,1,+01280,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00671,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET069METAR EGVO 022050Z AUTO 23018KT 9999 BKN022/// BKN042/// 10/06 Q0988=",
"03761099999","2024-01-02T21:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","230,1,N,0093,1","00660,1,9,N","025000,1,9,9","+0098,1","+0063,1","09883,1","01,0000,9,1","12,0060,3,1",,,,,"05,1,+00660,1,99,9","05,1,+01260,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00660,1,99,9,99,9",,"240,M,+0129,1","240,N,+0094,1","99999,9,09743,1","2,1,028,1,+999,9",,,,"4,99,0124,1,999","SYN12403761 05575 82318 10098 20063 39743 49883 52028 60062 88/// 333 10129 20094 55300 20000 60005 85/22 85/42 91024 90710 91130=",
"03761099999","2024-01-02T21:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","240,1,N,0088,1","00701,1,C,N","009999,1,9,9","+0100,1","+0060,1","99999,9",,,,,,,"08,1,+00701,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00701,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET062METAR EGVO 022120Z AUTO 24017KT 9999 // OVC023/// 10/06 Q0988=",
"03761099999","2024-01-02T21:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","230,1,N,0082,1","00640,1,C,N","009999,1,9,9","+0090,1","+0060,1","99999,9",,,,,,,"08,1,+00640,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00640,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET062METAR EGVO 022150Z AUTO 23016KT 9999 // OVC021/// 09/06 Q0988=",
"03761099999","2024-01-02T22:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","230,1,N,0082,1","00630,1,9,N","030000,1,9,9","+0093,1","+0064,1","09890,1","01,0000,9,1",,,,"21,1",,"08,1,+00630,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00630,1,99,9,99,9",,,,"99999,9,09750,1","2,1,024,1,+999,9",,,,"4,99,0118,1,999","SYN10603761 27580 82316 10093 20064 39750 49890 52024 721// 88/// 333 55300 20000 60005 88/21 91023 90710 91128=",
"03761099999","2024-01-02T22:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","230,1,N,0072,1","01036,1,C,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"02,1,+00701,1,99,9","04,1,+01036,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00701,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET069METAR EGVO 022220Z AUTO 23014KT 9999 FEW023/// SCT034/// 09/07 Q0988=",
"03761099999","2024-01-02T22:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0108,1","99999,9,9,N","009999,1,9,9","+0100,1","+0060,1","99999,9",,,,,,,"02,1,+00762,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00762,1,99,9,99,9",,,,"09880,1,99999,9",,,,"0160,1",,"MET062METAR EGVO 022250Z AUTO 22021G31KT 9999 FEW025/// 10/06 Q0988=",
"03761099999","2024-01-02T23:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0108,1","22000,1,9,N","030000,1,9,9","+0095,1","+0062,1","09891,1","01,0000,9,1",,,,,,"01,1,+00750,1,99,9",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00750,1,99,9,99,9",,,,"99999,9,09751,1","1,1,015,1,+999,9",,,,"4,99,0160,1,999","SYN10003761 25580 12221 10095 20062 39751 49891 51015 81/// 333 55300 20000 60005 81/25 91031 90710 91131=",
"03761099999","2024-01-02T23:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","230,1,N,0098,1","99999,9,9,N","009999,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,"04,1,+00579,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00579,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 022320Z AUTO 23019KT 9999 SCT019/// 10/07 Q0989=",
"03761099999","2024-01-02T23:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0093,1","22000,1,9,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET053METAR EGVO 022350Z AUTO 22018KT 9999 NCD 09/07 Q0989=",
"03761099999","2024-01-03T00:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0093,1","99999,9,9,N","024000,1,9,9","+0094,1","+0065,1","09893,1","01,0000,9,1","06,0000,9,1",,,,,"00,1,+99999,9,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,00,1,99,9,99999,9,99,9,99,9",,,,"99999,9,09753,1","1,1,010,1,+999,9",,,,"4,99,0129,1,999","SYN11203761 05974 02218 10094 20065 39753 49893 51010 60001 80/// 333 55/// 20108 55300 20000 60005 91025 90710 91125=",
"03761099999","2024-01-03T00:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0067,1","99999,9,9,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"02,1,+01798,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01798,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030020Z AUTO 22013KT 9999 FEW059/// 09/07 Q0989=",
"03761099999","2024-01-03T00:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0057,1","00579,1,C,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"08,1,+00579,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00579,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030050Z AUTO 21011KT 9999 OVC019/// 09/07 Q0989=",
"03761099999","2024-01-03T01:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","210,1,N,0057,1","00570,1,9,N","017000,1,9,9","+0093,1","+0070,1","09892,1","01,0000,9,1",,,,,,"08,1,+00570,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00570,1,99,9,99,9",,,,"99999,9,09752,1","9,9,002,1,+999,9",,,,"4,99,0077,1,999","SYN10003761 25467 82111 10093 20070 39752 49892 50002 88/// 333 55300 20000 60005 88/19 91015 90710 91122=",
"03761099999","2024-01-03T01:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0072,1","99999,9,9,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"02,1,+00518,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00518,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET059METAR EGVO 030120Z AUTO 21014KT 9999 FEW017/// 09/07 Q0988=",
"03761099999","2024-01-03T01:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0067,1","00945,1,C,N","009999,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,"04,1,+00488,1,99,9","04,1,+00945,1,99,9","08,1,+01494,1,99,9","9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00488,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET079METAR EGVO 030150Z AUTO 21013KT 9999 SCT016/// SCT031/// OVC049/// 10/07 Q0988=",
"03761099999","2024-01-03T02:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","210,1,N,0067,1","00930,1,C,N","020000,1,9,9","+0095,1","+0070,1","09889,1","01,0000,9,1",,,,,,"04,1,+00480,1,99,9","04,1,+00930,1,99,9","08,1,+01470,1,99,9","9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00480,1,99,9,99,9",,,,"99999,9,09750,1","9,9,001,1,+999,9",,,,"4,99,0093,1,999","SYN11203761 25470 82113 10095 20070 39750 49889 50001 88/// 333 55300 20000 60005 84/16 84/31 88/49 91018 90710 91120=",
"03761099999","2024-01-03T02:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0067,1","01372,1,9,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"02,1,+00518,1,99,9","07,1,+01372,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00518,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET072METAR EGVO 030220Z AUTO 21013KT 9999 // FEW017/// BKN045/// 09/07 Q0988=",
"03761099999","2024-01-03T02:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0077,1","00549,1,C,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"07,1,+00549,1,99,9","04,1,+01341,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00549,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET072METAR EGVO 030250Z AUTO 22015KT 9999 // BKN018/// SCT044/// 09/07 Q0988=",
"03761099999","2024-01-03T03:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0077,1","00540,1,9,N","026000,1,9,9","+0094,1","+0068,1","09888,1","01,0000,9,1",,,,"22,1",,"07,1,+00540,1,99,9","04,1,+01320,1,99,9","04,1,+02400,1,99,9","9,AGL   ,+99999,+99999","08,99,1,07,1,99,9,00540,1,99,9,99,9",,,,"99999,9,09748,1","7,1,005,1,+999,9",,,,"4,99,0103,1,999","SYN11803761 27476 82215 10094 20068 39748 49888 57005 722// 88/// 333 55300 20000 60005 87/18 84/44 84/58 91020 90710 91123=",
"03761099999","2024-01-03T03:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0077,1","01250,1,9,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"02,1,+00945,1,99,9","07,1,+01250,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00945,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET069METAR EGVO 030320Z AUTO 22015KT 9999 FEW031/// BKN041/// 09/07 Q0988=",
"03761099999","2024-01-03T03:30:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0074,1","01280,1,C,9","024350,1,9,9","+0092,1","+0069,1","09889,1","99,9999,9,9",,,,,,"04,1,+00520,1,99,9","04,1,+01280,1,99,9","03,1,+04570,1,99,9","9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00520,1,99,9,99,9","999,+0085,9",,,"99999,9,09749,1",,,,"0104,1","3,99,0104,1,230","SYN004BUFR",
"03761099999","2024-01-03T03:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","230,1,N,0077,1","00427,1,C,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"08,1,+00427,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00427,1,99,9,99,9",,,,"09880,1,99999,9",,,,,,"MET062METAR EGVO 030350Z AUTO 23015KT 9999 // OVC014/// 09/07 Q0988=",
"03761099999","2024-01-03T04:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","230,1,N,0077,1","00420,1,9,N","027000,1,9,9","+0093,1","+0070,1","09890,1","01,0000,9,1",,,,"40,1",,"08,1,+00420,1,99,9",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00420,1,99,9,99,9",,,,"99999,9,09750,1","5,1,003,1,+999,9",,,,"4,99,0113,1,999","SYN10603761 27477 82315 10093 20070 39750 49890 55003 740// 88/// 333 55300 20000 60005 88/14 91022 90710 91124=",
"03761099999","2024-01-03T04:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","230,1,N,0077,1","00457,1,C,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,"51,1",,"08,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00457,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET063METAR EGVO 030420Z AUTO 23015KT 9999 -DZ OVC015/// 09/07 Q0989=",
"03761099999","2024-01-03T04:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0077,1","01067,1,9,N","009999,1,9,9","+0090,1","+0060,1","99999,9",,,,,,,"02,1,+00762,1,99,9","08,1,+01067,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00762,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET072METAR EGVO 030450Z AUTO 22015KT 9999 // FEW025/// OVC035/// 09/06 Q0989=",
"03761099999","2024-01-03T05:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0077,1","01050,1,9,N","030000,1,9,9","+0089,1","+0062,1","09894,1","01,0000,9,1",,,,"21,1",,"01,1,+00750,1,99,9","08,1,+01050,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,01,1,99,9,00750,1,99,9,99,9",,,,"99999,9,09754,1","3,1,004,1,+999,9",,,,"4,99,0113,1,999","SYN11203761 27580 82215 10089 20062 39754 49894 53004 721// 88/// 333 55300 20000 60005 81/25 88/35 91022 90710 91125=",
"03761099999","2024-01-03T05:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","230,1,N,0072,1","00671,1,C,N","009999,1,9,9","+0090,1","+0060,1","99999,9",,,,,,,"07,1,+00671,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00671,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET062METAR EGVO 030520Z AUTO 23014KT 9999 // BKN022/// 09/06 Q0989=",
"03761099999","2024-01-03T05:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0067,1","99999,9,9,N","009999,1,9,9","+0090,1","+0060,1","99999,9",,,,,,,"04,1,+01006,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01006,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030550Z AUTO 22013KT 9999 SCT033/// 09/06 Q0989=",
"03761099999","2024-01-03T06:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0067,1","22000,1,9,N","028000,1,9,9","+0086,1","+0058,1","09898,1","01,0000,9,1","12,0000,9,1","24,0076,3,1",,,,"03,1,+00990,1,99,9",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00990,1,99,9,99,9",,"240,M,+0102,1","240,N,+0086,1","99999,9,09758,1","2,1,009,1,+999,9",,,,"4,99,0088,1,999","SYN13603761 05678 32213 10086 20058 39758 49898 52009 60002 83/// 333 10102 20086 3/007 55000 55300 20000 60005 70076 83/33 91017 90710 91122=",
"03761099999","2024-01-03T06:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0072,1","99999,9,9,N","009999,1,9,9","+0090,1","+0060,1","99999,9",,,,,,,"02,1,+00732,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00732,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030620Z AUTO 22014KT 9999 FEW024/// 09/06 Q0989=",
"03761099999","2024-01-03T06:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0077,1","99999,9,9,N","009999,1,9,9","+0090,1","+0060,1","99999,9",,,,,,,"04,1,+01280,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01280,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030650Z AUTO 22015KT 9999 SCT042/// 09/06 Q0989=",
"03761099999","2024-01-03T07:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0077,1","22000,1,9,N","022000,1,9,9","+0088,1","+0060,1","09898,1","01,0000,9,1",,,,,,"03,1,+01260,1,99,9",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,01260,1,99,9,99,9",,,,"99999,9,09758,1","1,1,007,1,+999,9",,,,"4,99,0098,1,999","SYN10003761 25672 32215 10088 20060 39758 49898 51007 83/// 333 55300 20000 60005 83/42 91019 90710 91121=",
"03761099999","2024-01-03T07:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0057,1","99999,9,9,N","009999,1,9,9","+0080,1","+0060,1","99999,9",,,,,,,"02,1,+01128,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01128,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030720Z AUTO 22011KT 9999 FEW037/// 08/06 Q0989=",
"03761099999","2024-01-03T07:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0062,1","99999,9,9,N","009999,1,9,9","+0080,1","+0060,1","99999,9",,,,,,,"02,1,+00732,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00732,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030750Z AUTO 21012KT 9999 FEW024/// 08/06 Q0989=",
"03761099999","2024-01-03T08:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","210,1,N,0062,1","22000,1,9,N","015000,1,9,9","+0082,1","+0063,1","09898,1","01,0000,9,1",,,,,,"01,1,+00720,1,99,9",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,00720,1,99,9,99,9",,,,"99999,9,09757,1","9,9,003,1,+999,9",,,,"4,99,0088,1,999","SYN10003761 25565 12112 10082 20063 39757 49898 50003 81/// 333 55300 20000 60005 81/24 91017 90710 91118=",
"03761099999","2024-01-03T08:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0077,1","99999,9,9,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"04,1,+01128,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01128,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 030820Z AUTO 21015KT 9999 SCT037/// 09/07 Q0989=",
"03761099999","2024-01-03T08:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0067,1","01128,1,C,N","009999,1,9,9","+0090,1","+0070,1","99999,9",,,,,,,"07,1,+01128,1,99,9","04,1,+02103,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01128,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET069METAR EGVO 030850Z AUTO 21013KT 9999 BKN037/// SCT069/// 09/07 Q0989=",
"03761099999","2024-01-03T09:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","210,1,N,0067,1","02100,1,C,N","017000,1,9,9","+0089,1","+0065,1","09897,1","01,0000,9,1","12,0000,9,1",,,,,"05,1,+01110,1,99,9","03,1,+02100,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,01110,1,99,9,99,9",,"240,M,+0099,1","240,N,+0082,1","99999,9,09757,1","7,9,001,9,+999,9",,,,"4,99,0093,1,999","SYN12403761 05667 82113 10089 20065 39757 49897 54001 60002 88/// 333 10099 20082 55300 20028 60005 85/37 83/57 91018 90710 91124=","Q01.1    3APC3  Q024     3APCTEN"
"03761099999","2024-01-03T09:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","210,1,N,0067,1","00732,1,9,N","009999,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,"02,1,+00518,1,99,9","08,1,+00732,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00518,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET069METAR EGVO 030920Z AUTO 21013KT 9999 FEW017/// OVC024/// 10/07 Q0989=",
"03761099999","2024-01-03T09:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0077,1","00975,1,9,N","009999,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,"02,1,+00488,1,99,9","08,1,+00975,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00488,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET069METAR EGVO 030950Z AUTO 22015KT 9999 FEW016/// OVC032/// 10/07 Q0989=",
"03761099999","2024-01-03T10:00:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-12","99999","V020","220,1,N,0082,1","00960,1,9,N","019000,1,9,9","+0096,1","+0070,1","09896,1","01,0000,9,1",,,,,,"01,1,+00480,1,99,9","08,1,+00960,1,99,9",,"9,AGL   ,+99999,+99999","08,99,1,01,1,99,9,00480,1,99,9,99,9",,,,"99999,9,09756,1","7,1,002,1,+999,9",,,,"4,99,0124,1,999","SYN10603761 25469 82216 10096 20070 39756 49896 57002 88/// 333 55300 20180 60005 81/16 88/32 91024 90710 91124=",
"03761099999","2024-01-03T10:20:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0067,1","99999,9,9,N","009999,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,"02,1,+01067,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 031020Z AUTO 22013KT 9999 FEW035/// 10/07 Q0989=",
"03761099999","2024-01-03T10:50:00","4","51.234139","-0.942825","123.44","ODIHAM, UK","FM-15","99999","V020","220,1,N,0088,1","00640,1,C,N","009999,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,"08,1,+00640,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00640,1,99,9,99,9",,,,"09890,1,99999,9",,,,,,"MET059METAR EGVO 031050Z AUTO 22017KT 9999 OVC021/// 10/07 Q0989=",
